Operation_ID,Operator_ID,Operation_type,Operation_timestamp,OHH_code,Location_from,Location_to,Reference_ID,Reference_name,Qty,TKID_code,Order_ID,Operation_status
OP299810,A000024,MOVE,1765285867,206310,QUA,ST20,P00C19,"Edriseur type ""C19""",34,318016,FOD81952,OK
OP299811,A000024,MOVE,1765285877,16462,TPA,SHIP,P00C18,"Edriseur type ""C18""",27,252131,GAA80002,OK
OP299812,A000127,MOVE,1765286008,291197,ST20,TPA,P00C19,"Edriseur type ""C19""",34,508016,FOD81952,OK
OP299813,A000017,MOVE,1765286070,263547,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",19,251993,FOD81008,OK
OP299814,A000017,MOVE,1765286267,584741,QUA,ST10,P00X25,"Edriseur nouveau ""2025""",132,246019,AZO81431,OK
OP299815,A000127,MOVE,1765286392,569203,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",132,494784,AZO81431,OK
OP299816,A000024,MOVE,1765286559,272896,TPA,SHIP,P00C19,"Edriseur type ""C19""",34,467504,FOD81952,OK
OP299817,A000017,MOVE,1765286790,267859,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",132,180694,AZO81431,OK
OP299818,A999999,ORDER,1765342948,450583,,,,,,801306,AZO79657,OK
OP299819,A000017,MOVE,1765343134,147037,PROD,ST10,P00C18,"Edriseur type ""C18""",6,315322,AZO79657,OK
OP299820,A999999,ORDER,1765343178,608731,,,,,,632747,GAA81526,OK
OP299821,A999999,ORDER,1765343336,229947,,,,,,515108,SMP81920,OK
OP299822,A000127,MOVE,1765343408,745504,ST10,QUA,P00C18,"Edriseur type ""C18""",6,697673,AZO79657,OK
OP299823,A999999,ORDER,1765343408,34288,,,,,,547720,AZO80761,OK
OP299824,A000017,MOVE,1765343525,532520,PROD,TPA,P00C14,"Edriseur type ""C14""",42,444286,GAA81526,OK
OP299825,A000127,MOVE,1765343651,403754,PROD,ST10,P00C27,"Edriseur type ""C27""",3,259238,SMP81920,OK
OP299826,A000106,MOVE,1765343769,206967,PROD,ST20,P00C27,"Edriseur type ""C27""",14,219477,AZO80761,OK
OP299827,A000017,MOVE,1765343906,803148,QUA,ST10,P00C18,"Edriseur type ""C18""",6,447120,AZO79657,OK
OP299828,A999999,ORDER,1765343916,753531,,,,,,62927,GAA81763,OK
OP299829,A000017,MOVE,1765343969,481452,ST10,TPA,P00C27,"Edriseur type ""C27""",3,502080,SMP81920,OK
OP299830,A000017,MOVE,1765344100,700143,ST20,QUA,P00C27,"Edriseur type ""C27""",14,729055,AZO80761,OK
OP299831,A000024,MOVE,1765344116,671583,TPA,SHIP,P00C14,"Edriseur type ""C14""",42,267220,GAA81526,OK
OP299832,A000017,MOVE,1765344382,302376,PROD,TPA,P00V80,"Edriseur turbo ""V80""",2,467800,GAA81763,OK
OP299833,A000017,MOVE,1765344471,779861,ST10,TPA,P00C18,"Edriseur type ""C18""",6,782234,AZO79657,OK
OP299834,A000017,MOVE,1765344521,220348,TPA,SHIP,P00C27,"Edriseur type ""C27""",3,790484,SMP81920,OK
OP299835,A999999,ORDER,1765344590,560655,,,,,,593514,GAA81823,OK
OP299836,A000024,MOVE,1765344598,419600,TPA,SHIP,P00V80,"Edriseur turbo ""V80""",2,262833,GAA81763,OK
OP299837,A000127,MOVE,1765344674,468492,QUA,ST20,P00C27,"Edriseur type ""C27""",14,753088,AZO80761,OK
OP299838,A999999,ORDER,1765344891,358499,,,,,,754623,AZO80598,OK
OP299839,A000017,MOVE,1765344891,325711,PROD,ST20,P00C13,"Edriseur type ""C13""",2,376188,GAA81823,OK
OP299840,A000062,MOVE,1765344973,38558,TPA,SHIP,P00C18,"Edriseur type ""C18""",6,514303,AZO79657,OK
OP299841,A000106,MOVE,1765345074,471209,ST20,TPA,P00C27,"Edriseur type ""C27""",14,744732,AZO80761,OK
OP299842,A999999,ORDER,1765345191,746194,,,,,,388129,GAA80288,OK
OP299843,A000024,MOVE,1765345264,207413,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",60,76038,AZO80598,OK
OP299844,A000106,MOVE,1765345356,104005,TPA,SHIP,P00C27,"Edriseur type ""C27""",14,145804,AZO80761,OK
OP299845,A000017,MOVE,1765345445,780652,ST20,QUA,P00C13,"Edriseur type ""C13""",2,191137,GAA81823,OK
OP299846,A999999,ORDER,1765345605,281818,,,,,,424538,AZO81726,OK
OP299847,A000017,MOVE,1765345859,623745,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",60,654708,AZO80598,OK
OP299848,A999999,ORDER,1765345865,714951,,,,,,690168,FOD82013,OK
OP299849,A000128,MOVE,1765346001,103591,PROD,TPA,P00C18,"Edriseur type ""C18""",100,747428,GAA80288,OK
OP299850,A000024,MOVE,1765346007,415601,QUA,ST20,P00C13,"Edriseur type ""C13""",2,800405,GAA81823,OK
OP299851,A000133,MOVE,1765346127,476632,PROD,ST10,P00C14,"Edriseur type ""C14""",5,399559,AZO81726,OK
OP299852,A000127,MOVE,1765346203,498620,PROD,ST10,P00X02,"Edriseur luxe ""X02""",5,218124,FOD82013,OK
OP299853,A999999,ORDER,1765346245,7356,,,,,,715437,AZO80409,OK
OP299854,A000024,MOVE,1765346260,270526,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",60,417848,AZO80598,OK
OP299855,A000017,MOVE,1765346302,697170,ST20,TPA,P00C13,"Edriseur type ""C13""",2,541322,GAA81823,OK
OP299856,A000017,MOVE,1765346611,403989,ST10,TPA,P00X02,"Edriseur luxe ""X02""",5,183606,FOD82013,OK
OP299857,A000024,MOVE,1765346612,545196,TPA,SHIP,P00C13,"Edriseur type ""C13""",2,79537,GAA81823,OK
OP299858,A999999,ORDER,1765346613,269732,,,,,,8686,FOD79699,OK
OP299859,A000017,MOVE,1765346706,190284,ST10,TPA,P00C14,"Edriseur type ""C14""",5,20333,AZO81726,OK
OP299860,A000024,MOVE,1765346721,714818,PROD,TPA,P00X01,"Edriseur luxe ""X01""",7,517982,AZO80409,OK
OP299861,A000024,MOVE,1765346979,484138,PROD,ST10,P00C14,"Edriseur type ""C14""",3,362159,FOD79699,OK
OP299862,A000127,MOVE,1765346990,589466,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",5,388730,FOD82013,OK
OP299863,A000017,MOVE,1765347087,142146,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",7,445740,AZO80409,OK
OP299864,A000024,MOVE,1765347165,483696,TPA,SHIP,P00C18,"Edriseur type ""C18""",100,84057,GAA80288,OK
OP299865,A999999,ORDER,1765347348,366267,,,,,,525507,AZO81213,OK
OP299866,A999999,ORDER,1765347595,299738,,,,,,646203,SMP80626,OK
OP299867,A000017,MOVE,1765347681,316720,ST10,TPA,P00C14,"Edriseur type ""C14""",3,250946,FOD79699,OK
OP299868,A000106,MOVE,1765347887,520507,TPA,SHIP,P00C14,"Edriseur type ""C14""",5,234823,AZO81726,OK
OP299869,A000017,MOVE,1765347903,379993,PROD,ST20,P00X01,"Edriseur luxe ""X01""",102,272551,AZO81213,OK
OP299870,A000017,MOVE,1765347951,326795,PROD,TPA,P00X25,"Edriseur nouveau ""2025""",3,13378,SMP80626,OK
OP299871,A000127,MOVE,1765347997,592678,TPA,SHIP,P00C14,"Edriseur type ""C14""",3,421860,FOD79699,OK
OP299872,A000024,MOVE,1765348120,417616,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",3,128784,SMP80626,OK
OP299873,A000106,MOVE,1765348247,208252,ST20,QUA,P00X01,"Edriseur luxe ""X01""",102,251192,AZO81213,OK
OP299874,A000017,MOVE,1765348461,627723,QUA,ST20,P00X01,"Edriseur luxe ""X01""",102,368162,AZO81213,OK
OP299875,A999999,ORDER,1765348567,203840,,,,,,608490,GAA80317,OK
OP299876,A999999,ORDER,1765348811,500594,,,,,,755928,FOD81162,OK
OP299877,A000024,MOVE,1765348853,222585,PROD,ST10,P00C19,"Edriseur type ""C19""",10,320938,GAA80317,OK
OP299878,A999999,ORDER,1765348931,724550,,,,,,586076,AZO79969,OK
OP299879,A000024,MOVE,1765349027,15637,ST20,TPA,P00X01,"Edriseur luxe ""X01""",102,414331,AZO81213,OK
OP299880,A000024,MOVE,1765349282,627635,ST10,TPA,P00C19,"Edriseur type ""C19""",10,49833,GAA80317,OK
OP299881,A000127,MOVE,1765349343,589604,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",12,227240,FOD81162,OK
OP299882,A000017,MOVE,1765349468,697092,PROD,ST10,P00C18,"Edriseur type ""C18""",2,492876,AZO79969,OK
OP299883,A999999,ORDER,1765349472,338211,,,,,,253440,FOD79919,OK
OP299884,A999999,ORDER,1765349502,142736,,,,,,305041,FOD80896,OK
OP299885,A000017,MOVE,1765349565,451140,ST10,QUA,P00X25,"Edriseur nouveau ""2025""",12,319576,FOD81162,OK
OP299886,A000017,MOVE,1765349596,671925,TPA,SHIP,P00C19,"Edriseur type ""C19""",10,802033,GAA80317,OK
OP299887,A000017,MOVE,1765349777,775898,PROD,TPA,P00C19,"Edriseur type ""C19""",2,477792,FOD79919,OK
OP299888,A000024,MOVE,1765349810,708486,ST10,TPA,P00C18,"Edriseur type ""C18""",2,163883,AZO79969,OK
OP299889,A000127,MOVE,1765349861,766221,PROD,ST20,P00X02,"Edriseur luxe ""X02""",3,299129,FOD80896,OK
OP299890,A000127,MOVE,1765349976,453028,TPA,SHIP,P00C18,"Edriseur type ""C18""",2,137905,AZO79969,OK
OP299891,A000024,MOVE,1765350002,397186,QUA,ST10,P00X25,"Edriseur nouveau ""2025""",12,449388,FOD81162,OK
OP299892,A000017,MOVE,1765350081,327381,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",102,386533,AZO81213,OK
OP299893,A000127,MOVE,1765350177,58022,ST20,QUA,P00X02,"Edriseur luxe ""X02""",3,621203,FOD80896,OK
OP299894,A000017,MOVE,1765350245,509693,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",12,680429,FOD81162,OK
OP299895,A000127,MOVE,1765350279,230895,TPA,SHIP,P00C19,"Edriseur type ""C19""",2,493966,FOD79919,OK
OP299896,A999999,ORDER,1765350328,271284,,,,,,301353,GAA80505,OK
OP299897,A999999,ORDER,1765350375,281577,,,,,,540960,GAA80570,OK
OP299898,A000017,MOVE,1765350437,468274,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",12,740085,FOD81162,OK
OP299899,A000017,MOVE,1765350706,625207,QUA,ST20,P00X02,"Edriseur luxe ""X02""",3,653889,FOD80896,OK
OP299900,A999999,ORDER,1765350724,71602,,,,,,532345,SMP80297,OK
OP299901,A000133,MOVE,1765350745,758649,PROD,TPA,P00C14,"Edriseur type ""C14""",51,323657,GAA80570,OK
OP299902,A000024,MOVE,1765350897,422024,PROD,ST10,P00C19,"Edriseur type ""C19""",5,431783,GAA80505,OK
OP299903,A999999,ORDER,1765351070,159978,,,,,,60637,GAA81615,OK
OP299904,A000062,MOVE,1765351078,513207,ST20,TPA,P00X02,"Edriseur luxe ""X02""",3,621510,FOD80896,OK
OP299905,A999999,ORDER,1765351113,730750,,,,,,186663,AZO81366,OK
OP299906,A000024,MOVE,1765351118,94944,PROD,ST10,P00C14,"Edriseur type ""C14""",49,697276,SMP80297,OK
OP299907,A999999,ORDER,1765351125,65152,,,,,,318572,FOD79917,OK
OP299908,A000017,MOVE,1765351239,21755,ST10,TPA,P00C19,"Edriseur type ""C19""",5,764319,GAA80505,OK
OP299909,A000017,MOVE,1765351313,78548,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",3,357169,FOD80896,OK
OP299910,A000017,MOVE,1765351367,425849,TPA,SHIP,P00C19,"Edriseur type ""C19""",5,282655,GAA80505,OK
OP299911,A000017,MOVE,1765351418,664992,PROD,ST20,P00C13,"Edriseur type ""C13""",61,323198,FOD79917,OK
OP299912,A000017,MOVE,1765351432,628892,PROD,ST10,P00C13,"Edriseur type ""C13""",12,808246,GAA81615,OK
OP299913,A000024,MOVE,1765351501,756349,ST10,TPA,P00C14,"Edriseur type ""C14""",49,442209,SMP80297,OK
OP299914,A000127,MOVE,1765351546,735317,ST20,QUA,P00C13,"Edriseur type ""C13""",61,248431,FOD79917,OK
OP299915,A999999,ORDER,1765351641,414920,,,,,,120423,AZO81796,OK
OP299916,A000017,MOVE,1765351647,781126,PROD,ST10,P00C13,"Edriseur type ""C13""",75,107345,AZO81366,OK
OP299917,A000127,MOVE,1765351716,515655,QUA,ST20,P00C13,"Edriseur type ""C13""",61,406331,FOD79917,OK
OP299918,A000127,MOVE,1765351825,658797,TPA,SHIP,P00C14,"Edriseur type ""C14""",49,301069,SMP80297,OK
OP299919,A000024,MOVE,1765351869,186356,ST10,TPA,P00C13,"Edriseur type ""C13""",12,442121,GAA81615,OK
OP299920,A999999,ORDER,1765351888,186757,,,,,,469666,AZO82024,OK
OP299921,A000133,MOVE,1765352070,699721,PROD,ST10,P00C18,"Edriseur type ""C18""",9,659650,AZO81796,OK
OP299922,A000024,MOVE,1765352162,100563,ST10,TPA,P00C13,"Edriseur type ""C13""",75,293958,AZO81366,OK
OP299923,A999999,ORDER,1765352170,182918,,,,,,687035,FOD80883,OK
OP299924,A000017,MOVE,1765352193,97009,TPA,SHIP,P00C14,"Edriseur type ""C14""",51,800799,GAA80570,OK
OP299925,A000017,MOVE,1765352207,580004,ST20,TPA,P00C13,"Edriseur type ""C13""",61,385462,FOD79917,OK
OP299926,A000133,MOVE,1765352216,352968,ST10,TPA,P00C18,"Edriseur type ""C18""",9,104152,AZO81796,OK
OP299927,A999999,ORDER,1765352282,267314,,,,,,643868,AZO81405,OK
OP299928,A000017,MOVE,1765352364,274828,PROD,TPA,P00C27,"Edriseur type ""C27""",3,22536,AZO82024,OK
OP299929,A000127,MOVE,1765352380,256704,TPA,SHIP,P00C18,"Edriseur type ""C18""",9,677258,AZO81796,OK
OP299930,A000062,MOVE,1765352451,31518,TPA,SHIP,P00C13,"Edriseur type ""C13""",12,294787,GAA81615,OK
OP299931,A000017,MOVE,1765352597,331646,PROD,ST10,P00X01,"Edriseur luxe ""X01""",3,188886,FOD80883,OK
OP299932,A000017,MOVE,1765352612,617294,TPA,SHIP,P00C13,"Edriseur type ""C13""",61,758663,FOD79917,OK
OP299933,A999999,ORDER,1765352729,430563,,,,,,243349,SMP79995,OK
OP299934,A000017,MOVE,1765352745,225638,TPA,SHIP,P00C13,"Edriseur type ""C13""",75,566011,AZO81366,OK
OP299935,A999999,ORDER,1765353011,367029,,,,,,100178,SMP81722,OK
OP299936,A000017,MOVE,1765353074,263369,PROD,ST10,P00C19,"Edriseur type ""C19""",2,807274,AZO81405,OK
OP299937,A999999,ORDER,1765353129,566852,,,,,,473647,FOD79814,OK
OP299938,A000024,MOVE,1765353221,399535,PROD,ST10,P00C18,"Edriseur type ""C18""",11,22303,SMP79995,OK
OP299939,A000017,MOVE,1765353260,34876,PROD,ST10,P00V80,"Edriseur turbo ""V80""",59,661725,FOD79814,OK
OP299940,A000133,MOVE,1765353328,187456,TPA,SHIP,P00C27,"Edriseur type ""C27""",3,626132,AZO82024,OK
OP299941,A000128,MOVE,1765353485,399575,ST10,TPA,P00V80,"Edriseur turbo ""V80""",59,590588,FOD79814,OK
OP299942,A999999,ORDER,1765353540,218070,,,,,,750322,FOD81102,OK
OP299943,A000017,MOVE,1765353662,433710,ST10,QUA,P00C19,"Edriseur type ""C19""",2,619517,AZO81405,OK
OP299944,A000017,MOVE,1765353721,311794,ST10,TPA,P00X01,"Edriseur luxe ""X01""",3,792942,FOD80883,OK
OP299945,A000024,MOVE,1765353782,416544,PROD,TPA,P00V85,"Edriseur turbo ""V85""",32,443749,FOD81102,OK
OP299946,A000133,MOVE,1765353964,434943,TPA,SHIP,P00V80,"Edriseur turbo ""V80""",59,745852,FOD79814,OK
OP299947,A000106,MOVE,1765354014,344170,QUA,ST10,P00C19,"Edriseur type ""C19""",2,786082,AZO81405,OK
OP299948,A000024,MOVE,1765354154,680022,PROD,ST10,P00V90,"Edriseur turbo ""V90""",15,452650,SMP81722,OK
OP299949,A000024,MOVE,1765354181,170471,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",3,284727,FOD80883,OK
OP299950,A000017,MOVE,1765354209,539947,ST10,TPA,P00C18,"Edriseur type ""C18""",11,642433,SMP79995,OK
OP299951,A000017,MOVE,1765354261,131780,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",32,693776,FOD81102,OK
OP299952,A000133,MOVE,1765354314,70472,ST10,TPA,P00V90,"Edriseur turbo ""V90""",15,743965,SMP81722,OK
OP299953,A000133,MOVE,1765354581,143057,ST10,TPA,P00C19,"Edriseur type ""C19""",2,714576,AZO81405,OK
OP299954,A000017,MOVE,1765354672,341862,TPA,SHIP,P00C18,"Edriseur type ""C18""",11,325917,SMP79995,OK
OP299955,A000106,MOVE,1765354736,733295,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",15,228627,SMP81722,OK
OP299956,A999999,ORDER,1765355532,303151,,,,,,28361,FOD79882,OK
OP299957,A999999,ORDER,1765355615,785456,,,,,,738203,AZO81998,OK
OP299958,A000106,MOVE,1765356122,230130,PROD,ST10,P00C27,"Edriseur type ""C27""",5,266052,AZO81998,OK
OP299959,A000024,MOVE,1765356141,38881,TPA,SHIP,P00C19,"Edriseur type ""C19""",2,141940,AZO81405,OK
OP299960,A000017,MOVE,1765356186,631472,PROD,TPA,P00X25,"Edriseur nouveau ""2025""",4,350766,FOD79882,OK
OP299961,A000017,MOVE,1765356662,709812,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",4,11273,FOD79882,OK
OP299962,A000017,MOVE,1765356840,663441,ST10,QUA,P00C27,"Edriseur type ""C27""",5,733457,AZO81998,OK
OP299963,A999999,ORDER,1765356869,15052,,,,,,744102,GAA81701,OK
OP299964,A999999,ORDER,1765356875,49661,,,,,,459376,FOD79844,OK
OP299965,A999999,ORDER,1765356950,779824,,,,,,779326,FOD80944,OK
OP299966,A999999,ORDER,1765357023,115931,,,,,,627156,AZO81101,OK
OP299967,A999999,ORDER,1765357067,506175,,,,,,23081,GAA81206,OK
OP299968,A999999,ORDER,1765357137,305278,,,,,,742029,AZO79696,OK
OP299969,A000017,MOVE,1765357197,9192,QUA,ST10,P00C27,"Edriseur type ""C27""",5,770382,AZO81998,OK
OP299970,A999999,ORDER,1765357225,595626,,,,,,90223,FOD80244,OK
OP299971,A999999,ORDER,1765357236,602922,,,,,,593696,AZO80839,OK
OP299972,A000017,MOVE,1765357276,35334,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",3,612437,FOD79844,OK
OP299973,A000017,MOVE,1765357315,390232,PROD,ST10,P00C19,"Edriseur type ""C19""",16,802904,GAA81701,OK
OP299974,A000106,MOVE,1765357409,404451,PROD,ST10,P00C27,"Edriseur type ""C27""",122,616277,GAA81206,OK
OP299975,A000017,MOVE,1765357424,299044,PROD,TPA,P00C14,"Edriseur type ""C14""",3,243927,AZO81101,OK
OP299976,A000133,MOVE,1765357581,410932,PROD,ST10,P00C13,"Edriseur type ""C13""",4,434419,FOD80244,OK
OP299977,A000017,MOVE,1765357587,254888,TPA,SHIP,P00C14,"Edriseur type ""C14""",3,103242,AZO81101,OK
OP299978,A000024,MOVE,1765357589,761431,PROD,ST20,P00V90,"Edriseur turbo ""V90""",2,700030,AZO79696,OK
OP299979,A000017,MOVE,1765357676,670840,ST10,TPA,P00C27,"Edriseur type ""C27""",5,374051,AZO81998,OK
OP299980,A999999,ORDER,1765357716,152956,,,,,,802428,FOD80873,OK
OP299981,A000024,MOVE,1765357818,84667,ST20,QUA,P00V90,"Edriseur turbo ""V90""",2,13124,AZO79696,OK
OP299982,A000024,MOVE,1765357864,115638,ST10,TPA,P00C27,"Edriseur type ""C27""",122,570154,GAA81206,OK
OP299983,A999999,ORDER,1765357939,620883,,,,,,802321,AZO79835,OK
OP299984,A000024,MOVE,1765357954,413871,PROD,ST10,P00V90,"Edriseur turbo ""V90""",89,452406,AZO80839,OK
OP299985,A000024,MOVE,1765357960,256583,TPA,SHIP,P00C27,"Edriseur type ""C27""",5,457227,AZO81998,OK
OP299986,A000017,MOVE,1765357961,63146,ST10,TPA,P00C13,"Edriseur type ""C13""",4,464838,FOD80244,OK
OP299987,A000024,MOVE,1765357966,813252,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",3,73072,FOD79844,OK
OP299988,A999999,ORDER,1765358009,175308,,,,,,35016,AZO80904,OK
OP299989,A000017,MOVE,1765358085,1605,ST10,TPA,P00V90,"Edriseur turbo ""V90""",89,277378,AZO80839,OK
OP299990,A000127,MOVE,1765358116,631078,PROD,TPA,P00V85,"Edriseur turbo ""V85""",29,286878,FOD80944,OK
OP299991,A000024,MOVE,1765358143,605680,PROD,ST10,P00C27,"Edriseur type ""C27""",53,279413,FOD80873,OK
OP299992,A000017,MOVE,1765358186,385686,ST10,TPA,P00C19,"Edriseur type ""C19""",16,138647,GAA81701,OK
OP299993,A000017,MOVE,1765358220,494069,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",3,791043,FOD79844,OK
OP299994,A000024,MOVE,1765358232,327478,QUA,ST20,P00V90,"Edriseur turbo ""V90""",2,614388,AZO79696,OK
OP299995,A000024,MOVE,1765358273,173835,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",29,351725,FOD80944,OK
OP299996,A000017,MOVE,1765358326,459880,PROD,TPA,P00C19,"Edriseur type ""C19""",4,584243,AZO79835,OK
OP299997,A000017,MOVE,1765358371,691088,TPA,SHIP,P00C27,"Edriseur type ""C27""",122,570546,GAA81206,OK
OP299998,A000017,MOVE,1765358445,725772,TPA,SHIP,P00C13,"Edriseur type ""C13""",4,3199,FOD80244,OK
OP299999,A000024,MOVE,1765358537,547634,TPA,SHIP,P00C19,"Edriseur type ""C19""",16,150958,GAA81701,OK
OP300000,A000062,MOVE,1765358601,340568,PROD,ST10,P00C14,"Edriseur type ""C14""",20,643827,AZO80904,OK
OP300001,A000133,MOVE,1765358629,779566,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",89,344480,AZO80839,OK
OP300002,A999999,ORDER,1765358758,284378,,,,,,368974,SMP81248,OK
OP300003,A000024,MOVE,1765358810,755361,ST20,TPA,P00V90,"Edriseur turbo ""V90""",2,593545,AZO79696,OK
OP300004,A000106,MOVE,1765358877,533688,ST10,TPA,P00C14,"Edriseur type ""C14""",20,762769,AZO80904,OK
OP300005,A000017,MOVE,1765359021,792309,ST10,TPA,P00C27,"Edriseur type ""C27""",53,754106,FOD80873,OK
OP300006,A999999,ORDER,1765359081,339266,,,,,,378573,FOD80008,OK
OP300007,A000127,MOVE,1765359233,421583,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",2,593009,AZO79696,OK
OP300008,A999999,ORDER,1765359275,739095,,,,,,328864,AZO79986,OK
OP300009,A000133,MOVE,1765359449,375920,TPA,SHIP,P00C14,"Edriseur type ""C14""",20,364977,AZO80904,OK
OP300010,A000024,MOVE,1765359551,250989,PROD,ST10,P00C14,"Edriseur type ""C14""",47,622859,AZO79986,OK
OP300011,A000017,MOVE,1765359834,501231,PROD,ST10,P00C13,"Edriseur type ""C13""",3,448692,SMP81248,OK
OP300012,A000106,MOVE,1765359888,659745,TPA,SHIP,P00C27,"Edriseur type ""C27""",53,543525,FOD80873,OK
OP300013,A999999,ORDER,1765359967,200709,,,,,,779142,AZO79971,OK
OP300014,A999999,ORDER,1765359977,775951,,,,,,680505,AZO81790,OK
OP300015,A999999,ORDER,1765360025,584593,,,,,,664821,GAA79721,OK
OP300016,A000017,MOVE,1765360059,754489,ST10,TPA,P00C14,"Edriseur type ""C14""",47,482953,AZO79986,OK
OP300017,A000017,MOVE,1765360105,380781,PROD,ST10,P00C14,"Edriseur type ""C14""",93,136731,AZO79971,OK
OP300018,A999999,ORDER,1765360137,483223,,,,,,577889,AZO81810,OK
OP300019,A000024,MOVE,1765360194,226382,TPA,SHIP,P00C19,"Edriseur type ""C19""",4,752066,AZO79835,OK
OP300020,A999999,ORDER,1765360374,802052,,,,,,623466,AZO80066,OK
OP300021,A000024,MOVE,1765360491,698894,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",19,407363,AZO81810,OK
OP300022,A000106,MOVE,1765360492,787764,PROD,TPA,P00V80,"Edriseur turbo ""V80""",4,119137,AZO81790,OK
OP300023,A000017,MOVE,1765360541,538535,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",8,343612,FOD80008,OK
OP300024,A000017,MOVE,1765360632,753271,TPA,SHIP,P00C14,"Edriseur type ""C14""",47,204960,AZO79986,OK
OP300025,A999999,ORDER,1765360706,407432,,,,,,767667,GAA80182,OK
OP300026,A000128,MOVE,1765360867,487848,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",8,73811,FOD80008,OK
OP300027,A000024,MOVE,1765360869,253534,PROD,ST10,P00C37,"Edriseur type ""C37""",63,576957,GAA80182,OK
OP300028,A999999,ORDER,1765360978,360734,,,,,,393338,FOD81574,OK
OP300029,A000024,MOVE,1765361008,496999,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",19,460175,AZO81810,OK
OP300030,A000127,MOVE,1765361118,307913,ST10,TPA,P00C14,"Edriseur type ""C14""",93,584021,AZO79971,OK
OP300031,A000024,MOVE,1765361129,156971,ST10,TPA,P00C37,"Edriseur type ""C37""",63,635945,GAA80182,OK
OP300032,A000017,MOVE,1765361196,260230,PROD,ST10,P00X99,"Edriseur luxe ""X99""",7,223478,GAA79721,OK
OP300033,A999999,ORDER,1765361201,747844,,,,,,507504,FOD81718,OK
OP300034,A000024,MOVE,1765361297,599206,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",8,629948,FOD80008,OK
OP300035,A000127,MOVE,1765361389,468082,PROD,ST10,P00V85,"Edriseur turbo ""V85""",15,230245,FOD81574,OK
OP300036,A999999,ORDER,1765361560,111711,,,,,,356486,FOD80970,OK
OP300037,A000133,MOVE,1765361625,657848,TPA,SHIP,P00V80,"Edriseur turbo ""V80""",4,171321,AZO81790,OK
OP300038,A000024,MOVE,1765361661,211430,TPA,SHIP,P00C37,"Edriseur type ""C37""",63,1868,GAA80182,OK
OP300039,A000017,MOVE,1765361681,50256,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",19,102156,AZO81810,OK
OP300040,A000017,MOVE,1765361702,444556,TPA,SHIP,P00C14,"Edriseur type ""C14""",93,774093,AZO79971,OK
OP300041,A000024,MOVE,1765361710,678203,ST10,TPA,P00X99,"Edriseur luxe ""X99""",7,802530,GAA79721,OK
OP300042,A000024,MOVE,1765361729,544252,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",4,753921,FOD81718,OK
OP300043,A999999,ORDER,1765361761,80144,,,,,,35076,AZO80156,OK
OP300044,A000017,MOVE,1765361871,209414,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",7,786197,GAA79721,OK
OP300045,A999999,ORDER,1765361934,85429,,,,,,637738,FOD80784,OK
OP300046,A000106,MOVE,1765361945,492914,ST10,TPA,P00V85,"Edriseur turbo ""V85""",15,106987,FOD81574,OK
OP300047,A000127,MOVE,1765361964,446208,PROD,ST10,P00C14,"Edriseur type ""C14""",8,228725,AZO80066,OK
OP300048,A000024,MOVE,1765362026,343345,PROD,ST20,P00C18,"Edriseur type ""C18""",29,626108,AZO80156,OK
OP300049,A000133,MOVE,1765362084,613340,ST10,QUA,P00C13,"Edriseur type ""C13""",3,543925,SMP81248,OK
OP300050,A000017,MOVE,1765362093,794470,PROD,ST10,P00X02,"Edriseur luxe ""X02""",74,675443,FOD80970,OK
OP300051,A000106,MOVE,1765362147,559950,ST10,TPA,P00C14,"Edriseur type ""C14""",8,67798,AZO80066,OK
